sku,name,brand_id
68015089,OmniTaper Drill Ø3.8 long,33effb38-a665-4645-aa81-fadee5e6c486
68015090,OmniTaper Drill Ø4.5 long,33effb38-a665-4645-aa81-fadee5e6c486
68015091,OmniTaper Drill Ø5.5 long,33effb38-a665-4645-aa81-fadee5e6c486
68015092,OmniTaper Crestal Drill Ø3.0,33effb38-a665-4645-aa81-fadee5e6c486
68015093,OmniTaper Crestal Drill Ø3.4,33effb38-a665-4645-aa81-fadee5e6c486
68015094,OmniTaper Crestal Drill Ø3.8,33effb38-a665-4645-aa81-fadee5e6c486
68015095,OmniTaper Crestal Drill Ø4.5,33effb38-a665-4645-aa81-fadee5e6c486
68015096,OmniTaper Crestal Drill Ø5.5,33effb38-a665-4645-aa81-fadee5e6c486
68015098,OmniTaper Drill Ø2.0 short,33effb38-a665-4645-aa81-fadee5e6c486
68015099,OmniTaper Drill Ø3.0 short,33effb38-a665-4645-aa81-fadee5e6c486
68015100,OmniTaper Drill Ø3.4 short,33effb38-a665-4645-aa81-fadee5e6c486
68015101,OmniTaper Drill Ø3.8 short,33effb38-a665-4645-aa81-fadee5e6c486
68015102,OmniTaper Drill Ø4.5 short,33effb38-a665-4645-aa81-fadee5e6c486
68015103,OmniTaper Drill Ø5.5 short,33effb38-a665-4645-aa81-fadee5e6c486
68015104,OmniTaper Tap Ø3.0,33effb38-a665-4645-aa81-fadee5e6c486
68015105,OmniTaper Tap Ø3.4,33effb38-a665-4645-aa81-fadee5e6c486
68015106,OmniTaper Tap Ø3.8,33effb38-a665-4645-aa81-fadee5e6c486
68015107,OmniTaper Tap Ø4.5,33effb38-a665-4645-aa81-fadee5e6c486
68015108,OmniTaper Tap Ø5.5,33effb38-a665-4645-aa81-fadee5e6c486
68017103,OmniTaper Crestal Drill Ø4.5 GS,33effb38-a665-4645-aa81-fadee5e6c486
68015097,OmniTaper Direction Indicator,33effb38-a665-4645-aa81-fadee5e6c486
68015237,OmniTaper Try-in Implant Ø3.0,33effb38-a665-4645-aa81-fadee5e6c486
68015238,OmniTaper Try-in Implant Ø3.4,33effb38-a665-4645-aa81-fadee5e6c486
